C,L,L,L,L,0.1
C,L,L,L,L,0.099958
C,L,L,L,L,0.099916
C,L,L,L,L,0.099874
C,L,L,L,L,0.099832
C,L,L,L,L,0.09979
C,L,L,L,L,0.099748
C,L,L,L,L,0.099706
C,L,L,L,L,0.099664
C,L,L,L,L,0.099622
C,L,L,L,L,0.09958
C,L,L,L,L,0.099538
C,L,L,L,L,0.099496
C,L,L,L,L,0.099454
C,L,L,L,L,0.099412
C,L,L,L,L,0.09937
C,L,L,L,L,0.099328
C,L,L,L,L,0.099286
C,L,L,L,L,0.099244
C,L,L,L,L,0.09920200000000001
C,L,L,L,L,0.09916000000000001
C,L,L,L,L,0.09911800000000001
C,L,L,L,L,0.09907600000000001
C,L,L,L,L,0.09903400000000001
C,L,L,L,L,0.09899200000000001
C,L,L,L,L,0.09895000000000001
C,L,L,L,L,0.09890800000000001
C,L,L,L,L,0.09886600000000001
C,L,L,L,L,0.09882400000000001
C,L,L,L,L,0.09878200000000001
C,L,L,L,L,0.09874000000000001
C,L,L,L,L,0.09869800000000001
C,L,L,L,L,0.09865600000000001
C,L,L,L,L,0.09861400000000001
C,L,L,L,L,0.098572
C,L,L,L,L,0.09853
C,L,L,L,L,0.098488
C,L,L,L,L,0.098446
C,L,L,L,L,0.098404
C,L,L,L,L,0.098362
C,L,L,L,L,0.09832
C,L,L,L,L,0.098278
C,L,L,L,L,0.098236
C,L,L,L,L,0.098194
C,L,L,L,L,0.098152
C,L,L,L,L,0.09811
C,L,L,L,L,0.098068
C,L,L,L,L,0.098026
C,L,L,L,L,0.097984
C,L,L,L,L,0.097942
C,L,L,L,L,0.0979
C,L,L,L,L,0.097858
C,L,L,L,L,0.097816
C,L,L,L,L,0.097774
C,L,L,L,L,0.097732
C,L,L,L,L,0.09769
C,L,L,L,L,0.097648
C,L,L,L,L,0.097606
C,L,L,L,L,0.09756400000000001
C,L,L,L,L,0.09752200000000001
C,L,L,L,L,0.09748000000000001
C,L,L,L,L,0.09743800000000001
C,L,L,L,L,0.09739600000000001
C,L,L,L,L,0.09735400000000001
C,L,L,L,L,0.09731200000000001
C,L,L,L,L,0.09727000000000001
C,L,L,L,L,0.09722800000000001
C,L,L,L,L,0.09718600000000001
C,L,L,L,L,0.09714400000000001
C,L,L,L,L,0.09710200000000001
C,L,L,L,L,0.09706000000000001
C,L,L,L,L,0.09701800000000001
C,L,L,L,L,0.096976
C,L,L,L,L,0.096934
C,L,L,L,L,0.096892
C,L,L,L,L,0.09685
C,L,L,L,L,0.096808
C,L,L,L,L,0.096766
C,L,L,L,L,0.096724
C,L,L,L,L,0.096682
C,L,L,L,L,0.09664
C,L,L,L,L,0.096598
C,L,L,L,L,0.096556
C,L,L,L,L,0.096514
C,L,L,L,L,0.096472
C,L,L,L,L,0.09643
C,L,L,L,L,0.096388
C,L,L,L,L,0.096346
C,L,L,L,L,0.096304
C,L,L,L,L,0.096262
C,L,L,L,L,0.09622
C,L,L,L,L,0.096178
C,L,L,L,L,0.096136
C,L,L,L,L,0.096094
C,L,L,L,L,0.096052
C,L,L,L,L,0.09601000000000001
C,L,L,L,L,0.095968
C,L,L,L,L,0.09592600000000001
C,L,L,L,L,0.09588400000000001
C,L,L,L,L,0.09584200000000001
C,L,L,L,L,0.09580000000000001
C,L,L,L,L,0.09575800000000001
C,L,L,L,L,0.09571600000000001
C,L,L,L,L,0.09567400000000001
C,L,L,L,L,0.09563200000000001
C,L,L,L,L,0.09559000000000001
C,L,L,L,L,0.09554800000000001
C,L,L,L,L,0.09550600000000001
C,L,L,L,L,0.09546400000000001
C,L,L,L,L,0.095422
C,L,L,L,L,0.09538
C,L,L,L,L,0.095338
C,L,L,L,L,0.095296
C,L,L,L,L,0.095254
C,L,L,L,L,0.095212
C,L,L,L,L,0.09517
C,L,L,L,L,0.095128
C,L,L,L,L,0.095086
C,L,L,L,L,0.095044
C,L,L,L,L,0.095002
C,L,L,L,L,0.09496
C,L,L,L,L,0.094918
C,L,L,L,L,0.094876
C,L,L,L,L,0.094834
C,L,L,L,L,0.094792
C,L,L,L,L,0.09475
C,L,L,L,L,0.094708
C,L,L,L,L,0.094666
C,L,L,L,L,0.094624
C,L,L,L,L,0.094582
C,L,L,L,L,0.09454
C,L,L,L,L,0.094498
C,L,L,L,L,0.09445600000000001
C,L,L,L,L,0.094414
C,L,L,L,L,0.09437200000000001
C,L,L,L,L,0.09433000000000001
C,L,L,L,L,0.09428800000000001
C,L,L,L,L,0.09424600000000001
C,L,L,L,L,0.09420400000000001
C,L,L,L,L,0.09416200000000001
C,L,L,L,L,0.09412000000000001
C,L,L,L,L,0.09407800000000001
C,L,L,L,L,0.09403600000000001
C,L,L,L,L,0.09399400000000001
C,L,L,L,L,0.09395200000000001
C,L,L,L,L,0.09391000000000001
C,L,L,L,L,0.09386800000000001
C,L,L,L,L,0.093826
C,L,L,L,L,0.093784
C,L,L,L,L,0.093742
C,L,L,L,L,0.0937
C,L,L,L,L,0.093658
C,L,L,L,L,0.093616
C,L,L,L,L,0.093574
C,L,L,L,L,0.093532
C,L,L,L,L,0.09349
C,L,L,L,L,0.093448
C,L,L,L,L,0.093406
C,L,L,L,L,0.093364
C,L,L,L,L,0.093322
C,L,L,L,L,0.09328
C,L,L,L,L,0.093238
C,L,L,L,L,0.093196
C,L,L,L,L,0.093154
C,L,L,L,L,0.093112
C,L,L,L,L,0.09307
C,L,L,L,L,0.093028
C,L,L,L,L,0.092986
C,L,L,L,L,0.092944
C,L,L,L,L,0.092902
C,L,L,L,L,0.09286
C,L,L,L,L,0.09281800000000001
C,L,L,L,L,0.09277600000000001
C,L,L,L,L,0.09273400000000001
C,L,L,L,L,0.09269200000000001
C,L,L,L,L,0.09265000000000001
C,L,L,L,L,0.09260800000000001
C,L,L,L,L,0.09256600000000001
C,L,L,L,L,0.09252400000000001
C,L,L,L,L,0.09248200000000001
C,L,L,L,L,0.09244000000000001
C,L,L,L,L,0.09239800000000001
C,L,L,L,L,0.09235600000000001
C,L,L,L,L,0.09231400000000001
C,L,L,L,L,0.092272
C,L,L,L,L,0.09223
C,L,L,L,L,0.092188
C,L,L,L,L,0.092146
C,L,L,L,L,0.092104
C,L,L,L,L,0.092062
C,L,L,L,L,0.09202
C,L,L,L,L,0.091978
C,L,L,L,L,0.091936
C,L,L,L,L,0.091894
C,L,L,L,L,0.091852
C,L,L,L,L,0.09181
C,L,L,L,L,0.091768
C,L,L,L,L,0.091726
C,L,L,L,L,0.091684
C,L,L,L,L,0.091642
C,L,L,L,L,0.0916
C,L,L,L,L,0.091558
C,L,L,L,L,0.091516
C,L,L,L,L,0.091474
C,L,L,L,L,0.091432
C,L,L,L,L,0.09139
C,L,L,L,L,0.091348
C,L,L,L,L,0.091306
