-0.06324806 C, L  ->  C, r  at  -0.06324806 		PREZERO after 1 iterates
-0.17878122 C, r, r, r, F, r, r, L, F  ->  C, r, r, r, F, r, r, L, R  at  -0.17878122 		PREFIXED after 8 iterates
-0.17886914 C, r, r, r, F, r, r, L  ->  C, r, r, r, F, r, r, r  at  -0.17886914 		PREZERO after 7 iterates
-0.179023 	 C, r, r, r, F, r, r, r, R, R  ->  C, r, r, r, F, r, r, r, F, F  at  -0.179023 		PREFIXED after 9 iterates
-0.179023  C, r, r, r, F, r, r, r, R  ->  C, r, r, r, F, r, r, r, F  at  -0.179023 		PREFIXED after 8 iterates
-0.17910464  C, r, r, r, F, r, r, r, F, F  ->  C, r, r, r, F, r, r, r, F, L  at  -0.17910464 		Period 9 orbit
-0.17917058  C, r, r, r, F, r, r, r, F, L  ->  C, r, r, r, F, r, r, r, F, r  at  -0.17917058 		PREZERO after 9 iterates
-0.1795411  C, r, r, r, F  ->  C, r, r, r, L  at  -0.1795411 		Period 4 orbit
-0.1795411  C, r, r, r, F, r, r, r, F  ->  C, r, r, r, L, r, r, r, L  at  -0.1795411 		Period 8 orbit
-0.17963844 C, r, r, r, L, r, r, r, L  ->  C, r, r, r, L, r, r, r, F  at  -0.17963844 		Period 8 orbit
-0.17999012  C, r, r, r, L, r, r, r, F, r  ->  C, r, r, r, L, r, r, r, F, L  at  -0.17999012 		PREZERO after 9 iterates
-0.18004978  C, r, r, r, L, r, r, r, F, L  ->  C, r, r, r, L, r, r, r, F, F  at  -0.18004978 		Period 9 orbit
-0.18012514  C, r, r, r, L, r, r, r, F, F  ->  C, r, r, r, L, r, r, r, R, R  at  -0.18012514 		PREFIXED after 9 iterates
-0.18012514 C, r, r, r, L, r, r, r, F  ->  C, r, r, r, L, r, r, r, R  at  -0.18012514 		PREFIXED after 8 iterates
-0.1802633  C, r, r, r, L, r, r, r  ->  C, r, r, r, L, r, r, L  at  -0.1802633 		PREZERO after 7 iterates
-0.18033866  C, r, r, r, L, r, r, L, R, R  ->  C, r, r, r, L, r, r, L, F, F  at  -0.18033866 		PREFIXED after 9 iterates
-0.18033866 C, r, r, r, L, r, r, L, R  ->  C, r, r, r, L, r, r, L, F  at  -0.18033866 		PREFIXED after 8 iterates
-0.1803575 	 C, r, r, r, L, r, r, L, F, F  ->  C, r, r, r, L, r, r, L, F, L  at  -0.1803575 		Period 9 orbit
-0.18036692  C, r, r, r, L, r, r, L, F, L  ->  C, r, r, r, L, r, r, L, F, r  at  -0.18036692 		PREZERO after 9 iterates
-0.18038576 C, r, r, r, L, r, r, L, F  ->  C, r, r, r, L, r, r, L, L  at  -0.18038576 		Period 8 orbit
-0.18040146  C, r, r, r, L, r, r, L, L, r  ->  C, r, r, r, L, r, r, L, L, L  at  -0.18040146 		PREZERO after 9 iterates
-0.1804046 	 C, r, r, r, L, r, r, L, L, L  ->  C, r, r, r, L, r, r, L, L, F  at  -0.1804046 		Period 9 orbit
-0.18041088  C, r, r, r, L, r, r, L, L, F  ->  C, r, r, r, L, r, r, L, L, R  at  -0.18041088 		PREFIXED after 9 iterates
-0.18041716 C, r, r, r, L, r, r, L, L  ->  C, r, r, r, L, r, r, L, r  at  -0.18041716 		PREZERO after 8 iterates
-0.18042658  C, r, r, r, L, r, r, L, r, R  ->  C, r, r, r, L, r, r, L, r, F  at  -0.18042658 		PREFIXED after 9 iterates
-0.180436 	 C, r, r, r, L, r, r, L, r, F  ->  C, r, r, r, L, r, r, L, r, L  at  -0.180436 		Period 9 orbit
-0.18044542  C, r, r, r, L, r, r, L, r, L  ->  C, r, r, r, L, r, r, L, r, r  at  -0.18044542 		PREZERO after 9 iterates
-0.1804988  C, r, r, r, L, r, r, L  ->  C, r, r, r, L, r, r, F  at  -0.1804988 		Period 7 orbit
-0.18054904  C, r, r, r, L, r, r, F, r, r  ->  C, r, r, r, L, r, r, F, r, L  at  -0.18054904 		PREZERO after 9 iterates
-0.18055846  C, r, r, r, L, r, r, F, r, L  ->  C, r, r, r, L, r, r, F, r, F  at  -0.18055846 		Period 9 orbit
-0.18056788  C, r, r, r, L, r, r, F, r, F  ->  C, r, r, r, L, r, r, F, r, R  at  -0.18056788 		PREFIXED after 9 iterates
-0.18057416 C, r, r, r, L, r, r, F, r  ->  C, r, r, r, L, r, r, F, L  at  -0.18057416 		PREZERO after 8 iterates
-0.18058044  C, r, r, r, L, r, r, F, L, R  ->  C, r, r, r, L, r, r, F, L, F  at  -0.18058044 		PREFIXED after 9 iterates
-0.18058358  C, r, r, r, L, r, r, F, L, F  ->  C, r, r, r, L, r, r, F, L, L  at  -0.18058358 		Period 9 orbit
-0.18058672  C, r, r, r, L, r, r, F, L, L  ->  C, r, r, r, L, r, r, F, L, r  at  -0.18058672 		PREZERO after 9 iterates
-0.18059928 C, r, r, r, L, r, r, F, L  ->  C, r, r, r, L, r, r, F, F  at  -0.18059928 		Period 8 orbit
-0.18061498  C, r, r, r, L, r, r, F, F, r  ->  C, r, r, r, L, r, r, F, F, L  at  -0.18061498 		PREZERO after 9 iterates
-0.1806244 	 C, r, r, r, L, r, r, F, F, L  ->  C, r, r, r, L, r, r, F, F, F  at  -0.1806244 		Period 9 orbit
-0.18063696  C, r, r, r, L, r, r, F, F, F  ->  C, r, r, r, L, r, r, R, R, R  at  -0.18063696 		PREFIXED after 9 iterates
-0.18063696 C, r, r, r, L, r, r, F  ->  C, r, r, r, L, r, r, R  at  -0.18063696 		PREFIXED after 7 iterates
-0.18063696 C, r, r, r, L, r, r, F, F  ->  C, r, r, r, L, r, r, R, R  at  -0.18063696 		PREFIXED after 8 iterates
-0.18073116 C, r, r, r, L, r, r  ->  C, r, r, r, L, r, L  at  -0.18073116 		PREZERO after 6 iterates
-0.18079396  C, r, r, r, L, r, L, R, R, R  ->  C, r, r, r, L, r, L, F, F, F  at  -0.18079396 		PREFIXED after 9 iterates
-0.18079396 C, r, r, r, L, r, L, R  ->  C, r, r, r, L, r, L, F  at  -0.18079396 		PREFIXED after 7 iterates
-0.18079396 C, r, r, r, L, r, L, R, R  ->  C, r, r, r, L, r, L, F, F  at  -0.18079396 		PREFIXED after 8 iterates
-0.18080024  C, r, r, r, L, r, L, F, F, F  ->  C, r, r, r, L, r, L, F, F, L  at  -0.18080024 		Period 9 orbit
-0.18080338  C, r, r, r, L, r, L, F, F, L  ->  C, r, r, r, L, r, L, F, F, r  at  -0.18080338 		PREZERO after 9 iterates
-0.18080966 C, r, r, r, L, r, L, F, F  ->  C, r, r, r, L, r, L, F, L  at  -0.18080966 		Period 8 orbit
-0.1808128 	 C, r, r, r, L, r, L, F, L, r  ->  C, r, r, r, L, r, L, F, L, L  at  -0.1808128 		PREZERO after 9 iterates
-0.18081594  C, r, r, r, L, r, L, F, L, L  ->  C, r, r, r, L, r, L, F, L, R  at  -0.18081594 
-0.18081908 C, r, r, r, L, r, L, F, L  ->  C, r, r, r, L, r, L, F, r  at  -0.18081908 		PREZERO after 8 iterates
-0.18082222  C, r, r, r, L, r, L, F, r, R  ->  C, r, r, r, L, r, L, F, r, L  at  -0.18082222 
-0.18082536  C, r, r, r, L, r, L, F, r, L  ->  C, r, r, r, L, r, L, F, r, r  at  -0.18082536 		PREZERO after 9 iterates
-0.18083792 C, r, r, r, L, r, L, F  ->  C, r, r, r, L, r, L, L  at  -0.18083792 		Period 7 orbit
-0.18084734  C, r, r, r, L, r, L, L, r, r  ->  C, r, r, r, L, r, L, L, r, L  at  -0.18084734 		PREZERO after 9 iterates
-0.18085048  C, r, r, r, L, r, L, L, r, L  ->  C, r, r, r, L, r, L, L, r, R  at  -0.18085048 
-0.18085362  C, r, r, r, L, r, L, L, r, R  ->  C, r, r, r, L, r, L, L, L, L  at  -0.18085362 
-0.18085362 C, r, r, r, L, r, L, L, r  ->  C, r, r, r, L, r, L, L, L  at  -0.18085362 		PREZERO after 8 iterates
-0.18085676  C, r, r, r, L, r, L, L, L, L  ->  C, r, r, r, L, r, L, L, F, r  at  -0.18085676 		PREZERO after 9 iterates
-0.18085676 C, r, r, r, L, r, L, L, L  ->  C, r, r, r, L, r, L, L, F  at  -0.18085676 		Period 8 orbit
-0.1808599  C, r, r, r, L, r, L, L, F, r  ->  C, r, r, r, L, r, L, L, F, F  at  -0.1808599 
-0.18086304  C, r, r, r, L, r, L, L, F, F  ->  C, r, r, r, L, r, L, L, R, R  at  -0.18086304 		PREFIXED after 9 iterates
-0.18086304 C, r, r, r, L, r, L, L, F  ->  C, r, r, r, L, r, L, L, R  at  -0.18086304 		PREFIXED after 8 iterates
-0.18086932 C, r, r, r, L, r, L, L  ->  C, r, r, r, L, r, L, r  at  -0.18086932 		PREZERO after 7 iterates
-0.18087874  C, r, r, r, L, r, L, r, R, R  ->  C, r, r, r, L, r, L, r, F, F  at  -0.18087874 		PREFIXED after 9 iterates
-0.18087874 C, r, r, r, L, r, L, r, R  ->  C, r, r, r, L, r, L, r, F  at  -0.18087874 		PREFIXED after 8 iterates
-0.18088188  C, r, r, r, L, r, L, r, F, F  ->  C, r, r, r, L, r, L, r, F, L  at  -0.18088188 		Period 9 orbit
-0.18088502  C, r, r, r, L, r, L, r, F, L  ->  C, r, r, r, L, r, L, r, F, r  at  -0.18088502 		PREZERO after 9 iterates
-0.18088816 C, r, r, r, L, r, L, r, F  ->  C, r, r, r, L, r, L, r, L  at  -0.18088816 		Period 8 orbit
-0.18089444  C, r, r, r, L, r, L, r, L, r  ->  C, r, r, r, L, r, L, r, L, F  at  -0.18089444 
-0.18089758  C, r, r, r, L, r, L, r, L, F  ->  C, r, r, r, L, r, L, r, L, R  at  -0.18089758 		PREFIXED after 9 iterates
-0.18090072 C, r, r, r, L, r, L, r, L  ->  C, r, r, r, L, r, L, r, r  at  -0.18090072 		PREZERO after 8 iterates
-0.180907 	 C, r, r, r, L, r, L, r, r, R  ->  C, r, r, r, L, r, L, r, r, F  at  -0.180907 		PREFIXED after 9 iterates
-0.18091328  C, r, r, r, L, r, L, r, r, F  ->  C, r, r, r, L, r, L, r, r, L  at  -0.18091328 		Period 9 orbit
-0.18092584  C, r, r, r, L, r, L, r, r, L  ->  C, r, r, r, L, r, L, r, r, r  at  -0.18092584 		PREZERO after 9 iterates
-0.18096352 C, r, r, r, L, r, L  ->  C, r, r, r, L, r, F  at  -0.18096352 		Period 6 orbit
-0.18100434  C, r, r, r, L, r, F, r, r, r  ->  C, r, r, r, L, r, F, r, r, L  at  -0.18100434 		PREZERO after 9 iterates
-0.1810169 	 C, r, r, r, L, r, F, r, r, L  ->  C, r, r, r, L, r, F, r, r, F  at  -0.1810169 		Period 9 orbit
-0.18102318  C, r, r, r, L, r, F, r, r, F  ->  C, r, r, r, L, r, F, r, r, R  at  -0.18102318 		PREFIXED after 9 iterates
-0.18102946 C, r, r, r, L, r, F, r, r  ->  C, r, r, r, L, r, F, r, L  at  -0.18102946 		PREZERO after 8 iterates
-0.1810326 	 C, r, r, r, L, r, F, r, L, R  ->  C, r, r, r, L, r, F, r, L, F  at  -0.1810326 		PREFIXED after 9 iterates
-0.18103574  C, r, r, r, L, r, F, r, L, F  ->  C, r, r, r, L, r, F, r, L, r  at  -0.18103574 
-0.18104202 C, r, r, r, L, r, F, r, L  ->  C, r, r, r, L, r, F, r, F  at  -0.18104202 		Period 8 orbit
-0.1810483 	 C, r, r, r, L, r, F, r, F, r  ->  C, r, r, r, L, r, F, r, F, L  at  -0.1810483 		PREZERO after 9 iterates
-0.18105144  C, r, r, r, L, r, F, r, F, L  ->  C, r, r, r, L, r, F, r, F, F  at  -0.18105144 		Period 9 orbit
-0.18105458  C, r, r, r, L, r, F, r, F, F  ->  C, r, r, r, L, r, F, r, R, R  at  -0.18105458 		PREFIXED after 9 iterates
-0.18105458 C, r, r, r, L, r, F, r, F  ->  C, r, r, r, L, r, F, r, R  at  -0.18105458 		PREFIXED after 8 iterates
-0.181064  C, r, r, r, L, r, F, r  ->  C, r, r, r, L, r, F, L  at  -0.181064 		PREZERO after 7 iterates
-0.18107342  C, r, r, r, L, r, F, L, R, R  ->  C, r, r, r, L, r, F, L, F, L  at  -0.18107342 
-0.18107342 C, r, r, r, L, r, F, L, R  ->  C, r, r, r, L, r, F, L, F  at  -0.18107342 		PREFIXED after 8 iterates
-0.18107656  C, r, r, r, L, r, F, L, F, L  ->  C, r, r, r, L, r, F, L, F, r  at  -0.18107656 		PREZERO after 9 iterates
-0.1810797 	 C, r, r, r, L, r, F, L, F, r  ->  C, r, r, r, L, r, F, L, L, L  at  -0.1810797 		PREZERO after 9 iterates
-0.1810797  C, r, r, r, L, r, F, L, F  ->  C, r, r, r, L, r, F, L, L  at  -0.1810797 		Period 8 orbit
-0.18108284  C, r, r, r, L, r, F, L, L, L  ->  C, r, r, r, L, r, F, L, r, R  at  -0.18108284 
-0.18108284 C, r, r, r, L, r, F, L, L  ->  C, r, r, r, L, r, F, L, r  at  -0.18108284 		PREZERO after 8 iterates
-0.18108598  C, r, r, r, L, r, F, L, r, R  ->  C, r, r, r, L, r, F, L, r, L  at  -0.18108598 
-0.18108912  C, r, r, r, L, r, F, L, r, L  ->  C, r, r, r, L, r, F, L, r, r  at  -0.18108912 		PREZERO after 9 iterates
-0.18110168 C, r, r, r, L, r, F, L  ->  C, r, r, r, L, r, F, F  at  -0.18110168 		Period 7 orbit
-0.18111738  C, r, r, r, L, r, F, F, r, r  ->  C, r, r, r, L, r, F, F, r, L  at  -0.18111738 		PREZERO after 9 iterates
-0.18112052  C, r, r, r, L, r, F, F, r, L  ->  C, r, r, r, L, r, F, F, r, F  at  -0.18112052 		Period 9 orbit
-0.18112366  C, r, r, r, L, r, F, F, r, F  ->  C, r, r, r, L, r, F, F, r, R  at  -0.18112366 		PREFIXED after 9 iterates
-0.1811268  C, r, r, r, L, r, F, F, r  ->  C, r, r, r, L, r, F, F, L  at  -0.1811268 		PREZERO after 8 iterates
-0.18112994  C, r, r, r, L, r, F, F, L, R  ->  C, r, r, r, L, r, F, F, L, L  at  -0.18112994 
-0.18113308  C, r, r, r, L, r, F, F, L, L  ->  C, r, r, r, L, r, F, F, L, r  at  -0.18113308 		PREZERO after 9 iterates
-0.18113936 C, r, r, r, L, r, F, F, L  ->  C, r, r, r, L, r, F, F, F  at  -0.18113936 		Period 8 orbit
-0.18114878  C, r, r, r, L, r, F, F, F, r  ->  C, r, r, r, L, r, F, F, F, L  at  -0.18114878 		PREZERO after 9 iterates
-0.18115192  C, r, r, r, L, r, F, F, F, L  ->  C, r, r, r, L, r, F, F, F, F  at  -0.18115192 		Period 9 orbit
-0.18116134  C, r, r, r, L, r, F, F, F, F  ->  C, r, r, r, L, r, R, R, R, R  at  -0.18116134 		PREFIXED after 9 iterates
-0.18116134 C, r, r, r, L, r, F  ->  C, r, r, r, L, r, R  at  -0.18116134 		PREFIXED after 6 iterates
-0.18116134 C, r, r, r, L, r, F, F  ->  C, r, r, r, L, r, R, R  at  -0.18116134 		PREFIXED after 7 iterates
-0.18116134 C, r, r, r, L, r, F, F, F  ->  C, r, r, r, L, r, R, R, R  at  -0.18116134 		PREFIXED after 8 iterates
-0.18132462 C, r, r, r, L, r  ->  C, r, r, r, L, L  at  -0.18132462 		PREZERO after 5 iterates
-0.18145964  C, r, r, r, L, L, R, R, R, R  ->  C, r, r, r, L, L, F, F, F, F  at  -0.18145964 		PREFIXED after 9 iterates
-0.18145964 C, r, r, r, L, L, R  ->  C, r, r, r, L, L, F  at  -0.18145964 		PREFIXED after 6 iterates
-0.18145964 C, r, r, r, L, L, R, R  ->  C, r, r, r, L, L, F, F  at  -0.18145964 		PREFIXED after 7 iterates
-0.18145964 C, r, r, r, L, L, R, R, R  ->  C, r, r, r, L, L, F, F, F  at  -0.18145964 		PREFIXED after 8 iterates
-0.18146592  C, r, r, r, L, L, F, F, F, F  ->  C, r, r, r, L, L, F, F, F, L  at  -0.18146592 		Period 9 orbit
-0.18146906  C, r, r, r, L, L, F, F, F, L  ->  C, r, r, r, L, L, F, F, F, r  at  -0.18146906 		PREZERO after 9 iterates
-0.1814722  C, r, r, r, L, L, F, F, F  ->  C, r, r, r, L, L, F, F, L  at  -0.1814722 		Period 8 orbit
-0.18147534  C, r, r, r, L, L, F, F, L, r  ->  C, r, r, r, L, L, F, F, L, L  at  -0.18147534 		PREZERO after 9 iterates
-0.18147848  C, r, r, r, L, L, F, F, L, L  ->  C, r, r, r, L, L, F, F, L, R  at  -0.18147848 
-0.18148162  C, r, r, r, L, L, F, F, L, R  ->  C, r, r, r, L, L, F, F, r, F  at  -0.18148162 		PREFIXED after 9 iterates
-0.18148162 C, r, r, r, L, L, F, F, L  ->  C, r, r, r, L, L, F, F, r  at  -0.18148162 		PREZERO after 8 iterates
-0.18148476  C, r, r, r, L, L, F, F, r, F  ->  C, r, r, r, L, L, F, F, r, r  at  -0.18148476 
-0.18149418 C, r, r, r, L, L, F, F  ->  C, r, r, r, L, L, F, L  at  -0.18149418 		Period 7 orbit
-0.1815036  C, r, r, r, L, L, F, L, r  ->  C, r, r, r, L, L, F, L, L  at  -0.1815036 		PREZERO after 8 iterates
-0.1815036  C, r, r, r, L, L, F, L, r, r  ->  C, r, r, r, L, L, F, L, L, R  at  -0.1815036 
-0.18150674  C, r, r, r, L, L, F, L, L, R  ->  C, r, r, r, L, L, F, L, F, r  at  -0.18150674 
-0.18150674 C, r, r, r, L, L, F, L, L  ->  C, r, r, r, L, L, F, L, F  at  -0.18150674 		Period 8 orbit
-0.18150988  C, r, r, r, L, L, F, L, F, r  ->  C, r, r, r, L, L, F, L, R, R  at  -0.18150988 
-0.18150988 C, r, r, r, L, L, F, L, F  ->  C, r, r, r, L, L, F, L, R  at  -0.18150988 		PREFIXED after 8 iterates
-0.18151616 C, r, r, r, L, L, F, L  ->  C, r, r, r, L, L, F, r  at  -0.18151616 		PREZERO after 7 iterates
-0.1815193 	 C, r, r, r, L, L, F, r, R, R  ->  C, r, r, r, L, L, F, r, F, F  at  -0.1815193 		PREFIXED after 9 iterates
-0.1815193  C, r, r, r, L, L, F, r, R  ->  C, r, r, r, L, L, F, r, F  at  -0.1815193 		PREFIXED after 8 iterates
-0.18152244  C, r, r, r, L, L, F, r, F, F  ->  C, r, r, r, L, L, F, r, F, r  at  -0.18152244 
-0.18152558 C, r, r, r, L, L, F, r, F  ->  C, r, r, r, L, L, F, r, L  at  -0.18152558 		Period 8 orbit
-0.18152872  C, r, r, r, L, L, F, r, L, r  ->  C, r, r, r, L, L, F, r, L, F  at  -0.18152872 
-0.18153186  C, r, r, r, L, L, F, r, L, F  ->  C, r, r, r, L, L, F, r, r, R  at  -0.18153186 		PREFIXED after 9 iterates
-0.18153186 C, r, r, r, L, L, F, r, L  ->  C, r, r, r, L, L, F, r, r  at  -0.18153186 		PREZERO after 8 iterates
-0.181535 	 C, r, r, r, L, L, F, r, r, R  ->  C, r, r, r, L, L, F, r, r, F  at  -0.181535 		PREFIXED after 9 iterates
-0.18153814  C, r, r, r, L, L, F, r, r, F  ->  C, r, r, r, L, L, F, r, r, L  at  -0.18153814 		Period 9 orbit
-0.18154442  C, r, r, r, L, L, F, r, r, L  ->  C, r, r, r, L, L, F, r, r, r  at  -0.18154442 		PREZERO after 9 iterates
-0.18156326 C, r, r, r, L, L, F  ->  C, r, r, r, L, L, L  at  -0.18156326 		Period 6 orbit
-0.18157896  C, r, r, r, L, L, L, r, r, r  ->  C, r, r, r, L, L, L, r, r, L  at  -0.18157896 		PREZERO after 9 iterates
-0.18158524  C, r, r, r, L, L, L, r, r, L  ->  C, r, r, r, L, L, L, r, r, R  at  -0.18158524 
-0.18158838  C, r, r, r, L, L, L, r, r, R  ->  C, r, r, r, L, L, L, r, L, F  at  -0.18158838 		PREFIXED after 9 iterates
-0.18158838 C, r, r, r, L, L, L, r, r  ->  C, r, r, r, L, L, L, r, L  at  -0.18158838 		PREZERO after 8 iterates
-0.18159152  C, r, r, r, L, L, L, r, L, F  ->  C, r, r, r, L, L, L, r, F, r  at  -0.18159152 
-0.18159152 C, r, r, r, L, L, L, r, L  ->  C, r, r, r, L, L, L, r, F  at  -0.18159152 		Period 8 orbit
-0.18159466  C, r, r, r, L, L, L, r, F, r  ->  C, r, r, r, L, L, L, r, F, F  at  -0.18159466 
-0.1815978 	 C, r, r, r, L, L, L, r, F, F  ->  C, r, r, r, L, L, L, r, R, R  at  -0.1815978 		PREFIXED after 9 iterates
-0.1815978  C, r, r, r, L, L, L, r, F  ->  C, r, r, r, L, L, L, r, R  at  -0.1815978 		PREFIXED after 8 iterates
-0.18160094  C, r, r, r, L, L, L, r, R, R  ->  C, r, r, r, L, L, L, L, F, F  at  -0.18160094 		PREFIXED after 9 iterates
-0.18160094 C, r, r, r, L, L, L, r  ->  C, r, r, r, L, L, L, L  at  -0.18160094 		PREZERO after 7 iterates
-0.18160094 C, r, r, r, L, L, L, r, R  ->  C, r, r, r, L, L, L, L, F  at  -0.18160094 		PREFIXED after 8 iterates
-0.18160408  C, r, r, r, L, L, L, L, F, F  ->  C, r, r, r, L, L, L, L, r, R  at  -0.18160408 		PREFIXED after 9 iterates
-0.18160408 C, r, r, r, L, L, L, L, F  ->  C, r, r, r, L, L, L, L, r  at  -0.18160408 
-0.18160722  C, r, r, r, L, L, L, L, r, R  ->  C, r, r, r, L, L, L, L, r, r  at  -0.18160722 
-0.18161036 C, r, r, r, L, L, L, L  ->  C, r, r, r, L, L, L, F  at  -0.18161036 		Period 7 orbit
-0.1816135 	 C, r, r, r, L, L, L, F, r, r  ->  C, r, r, r, L, L, L, F, r, L  at  -0.1816135 		PREZERO after 9 iterates
-0.18161664  C, r, r, r, L, L, L, F, r, L  ->  C, r, r, r, L, L, L, F, L, r  at  -0.18161664 		PREZERO after 9 iterates
-0.18161664 C, r, r, r, L, L, L, F, r  ->  C, r, r, r, L, L, L, F, L  at  -0.18161664 		PREZERO after 8 iterates
-0.18161978 C, r, r, r, L, L, L, F, L  ->  C, r, r, r, L, L, L, F, F  at  -0.18161978 		Period 8 orbit
-0.18162292  C, r, r, r, L, L, L, F, F, r  ->  C, r, r, r, L, L, L, F, F, F  at  -0.18162292 
-0.18162606  C, r, r, r, L, L, L, F, F, F  ->  C, r, r, r, L, L, L, R, R, R  at  -0.18162606 		PREFIXED after 9 iterates
-0.18162606 C, r, r, r, L, L, L, F  ->  C, r, r, r, L, L, L, R  at  -0.18162606 		PREFIXED after 7 iterates
-0.18162606 C, r, r, r, L, L, L, F, F  ->  C, r, r, r, L, L, L, R, R  at  -0.18162606 		PREFIXED after 8 iterates
-0.18164176 C, r, r, r, L, L, L  ->  C, r, r, r, L, L, r  at  -0.18164176 		PREZERO after 6 iterates
-0.18166688  C, r, r, r, L, L, r, R, R, R  ->  C, r, r, r, L, L, r, F, F, F  at  -0.18166688 		PREFIXED after 9 iterates
-0.18166688 C, r, r, r, L, L, r, R  ->  C, r, r, r, L, L, r, F  at  -0.18166688 		PREFIXED after 7 iterates
-0.18166688 C, r, r, r, L, L, r, R, R  ->  C, r, r, r, L, L, r, F, F  at  -0.18166688 		PREFIXED after 8 iterates
-0.18167002  C, r, r, r, L, L, r, F, F, F  ->  C, r, r, r, L, L, r, F, F, r  at  -0.18167002 
-0.18167316 C, r, r, r, L, L, r, F, F  ->  C, r, r, r, L, L, r, F, L  at  -0.18167316 		Period 8 orbit
-0.1816763  C, r, r, r, L, L, r, F, L, r  ->  C, r, r, r, L, L, r, F, L, F  at  -0.1816763 
-0.18167944 C, r, r, r, L, L, r, F, L  ->  C, r, r, r, L, L, r, F, r  at  -0.18167944 		PREZERO after 8 iterates
-0.18168258  C, r, r, r, L, L, r, F, r, F  ->  C, r, r, r, L, L, r, F, r, L  at  -0.18168258 		Period 9 orbit
-0.18168572  C, r, r, r, L, L, r, F, r, L  ->  C, r, r, r, L, L, r, F, r, r  at  -0.18168572 		PREZERO after 9 iterates
-0.181692  C, r, r, r, L, L, r, F  ->  C, r, r, r, L, L, r, L  at  -0.181692 		Period 7 orbit
-0.18170142  C, r, r, r, L, L, r, L, r, r  ->  C, r, r, r, L, L, r, L, r, L  at  -0.18170142 		PREZERO after 9 iterates
-0.18170456  C, r, r, r, L, L, r, L, r, L  ->  C, r, r, r, L, L, r, L, r, R  at  -0.18170456 
-0.1817077  C, r, r, r, L, L, r, L, r  ->  C, r, r, r, L, L, r, L, L  at  -0.1817077 		PREZERO after 8 iterates
-0.1817077  C, r, r, r, L, L, r, L, r, R  ->  C, r, r, r, L, L, r, L, L, r  at  -0.1817077 
-0.18171084 C, r, r, r, L, L, r, L, L  ->  C, r, r, r, L, L, r, L, F  at  -0.18171084 		Period 8 orbit
-0.18171398  C, r, r, r, L, L, r, L, F, r  ->  C, r, r, r, L, L, r, L, F, F  at  -0.18171398 
-0.18171712  C, r, r, r, L, L, r, L, F, F  ->  C, r, r, r, L, L, r, L, R, R  at  -0.18171712 		PREFIXED after 9 iterates
-0.18171712 C, r, r, r, L, L, r, L, F  ->  C, r, r, r, L, L, r, L, R  at  -0.18171712 		PREFIXED after 8 iterates
-0.18172654 C, r, r, r, L, L, r, L  ->  C, r, r, r, L, L, r, r  at  -0.18172654 		PREZERO after 7 iterates
-0.1817391 	 C, r, r, r, L, L, r, r, R, R  ->  C, r, r, r, L, L, r, r, F, F  at  -0.1817391 		PREFIXED after 9 iterates
-0.1817391  C, r, r, r, L, L, r, r, R  ->  C, r, r, r, L, L, r, r, F  at  -0.1817391 		PREFIXED after 8 iterates
-0.18174538  C, r, r, r, L, L, r, r, F, F  ->  C, r, r, r, L, L, r, r, F, L  at  -0.18174538 		Period 9 orbit
-0.18174852  C, r, r, r, L, L, r, r, F, L  ->  C, r, r, r, L, L, r, r, F, r  at  -0.18174852 		PREZERO after 9 iterates
-0.18175794 C, r, r, r, L, L, r, r, F  ->  C, r, r, r, L, L, r, r, L  at  -0.18175794 		Period 8 orbit
-0.1817705 	 C, r, r, r, L, L, r, r, L, r  ->  C, r, r, r, L, L, r, r, L, L  at  -0.1817705 		PREZERO after 9 iterates
-0.18177364  C, r, r, r, L, L, r, r, L, L  ->  C, r, r, r, L, L, r, r, L, F  at  -0.18177364 		Period 9 orbit
-0.18177992  C, r, r, r, L, L, r, r, L, F  ->  C, r, r, r, L, L, r, r, L, R  at  -0.18177992 		PREFIXED after 9 iterates
-0.18178934 C, r, r, r, L, L, r, r, L  ->  C, r, r, r, L, L, r, r, r  at  -0.18178934 		PREZERO after 8 iterates
-0.18180504  C, r, r, r, L, L, r, r, r, R  ->  C, r, r, r, L, L, r, r, r, F  at  -0.18180504 		PREFIXED after 9 iterates
-0.18183958  C, r, r, r, L, L, r, r, r, F  ->  C, r, r, r, L, L, r, r, r, L  at  -0.18183958 		Period 9 orbit
-0.18191494 C, r, r, r, L, L  ->  C, r, r, r, L, F  at  -0.18191494 		Period 5 orbit
-0.18199972  C, r, r, r, L, F, r, r, r, L  ->  C, r, r, r, L, F, r, r, r, F  at  -0.18199972 		Period 9 orbit
-0.18204054  C, r, r, r, L, F, r, r, r, F  ->  C, r, r, r, L, F, r, r, r, R  at  -0.18204054 		PREFIXED after 9 iterates
-0.18205938 C, r, r, r, L, F, r, r, r  ->  C, r, r, r, L, F, r, r, L  at  -0.18205938 		PREZERO after 8 iterates
-0.18207194  C, r, r, r, L, F, r, r, L, R  ->  C, r, r, r, L, F, r, r, L, F  at  -0.18207194 		PREFIXED after 9 iterates
-0.18208136  C, r, r, r, L, F, r, r, L, F  ->  C, r, r, r, L, F, r, r, L, L  at  -0.18208136 		Period 9 orbit
-0.18208764  C, r, r, r, L, F, r, r, L, L  ->  C, r, r, r, L, F, r, r, L, r  at  -0.18208764 		PREZERO after 9 iterates
-0.1821002  C, r, r, r, L, F, r, r, L  ->  C, r, r, r, L, F, r, r, F  at  -0.1821002 		Period 8 orbit
